sentence1;sentence2;similarity_score;same;lex_overlap;non_contextual_dist_GPT;non_contextual_dist_E5;contextual_dist_GPT;contextual_dist_E5;Centroid_GPT;Centroid_E5;VLDDR_GPT;VLDDR_E5;EOS_GPT;CLS_E5
A girl is flying a kite.;A girl running is flying a kite.;4.0;1;0.8571428571428571;0.1676483303308487;0.2540861070156097;0.0270798839628696;0.2614144682884216;0.999633491039276;0.9658311605453492;6.19088067588171;0.9719665046820346;0.9999977946281433;0.9895620346069336
A man is riding a mechanical bull.;A man rode a mechanical bull.;4.0;1;0.625;0.2735401391983032;0.3137135207653045;0.0406471900641918;0.2051747888326645;0.9991740584373474;0.9789516925811768;6.729619901555721;1.5290061832166018;0.9999874234199524;0.9954743385314941
The man is playing the guitar.;A man is playing a guitar.;4.909;1;0.7142857142857143;0.2391284704208374;0.3120613098144531;0.0369551815092563;0.1895119994878769;0.999317228794098;0.9820427298545836;6.47076974472285;1.6466572600032945;0.9999486207962036;0.9953903555870056
A man is pouring oil into a pan.;A man is pouring oil into a skillet.;4.2;1;0.7777777777777778;0.2276095896959304;0.3572970032691955;0.0141243617981672;0.2729170620441437;0.9999002814292908;0.9627581834793092;16.114681353281746;1.3091779626859812;0.9999994039535522;0.9706414341926575
A dog rides a skateboard.;A dog is riding a skateboard.;5.0;1;0.8333333333333334;0.2550990283489227;0.2776499092578888;0.0259726177901029;0.0969570949673652;0.9996628165245056;0.9952996969223022;9.821845083560657;2.863636842165525;0.9999455213546753;0.9976359605789185
A woman peels shrimp.;A woman is peeling shrimp.;5.0;1;0.8333333333333334;0.3127039968967438;0.3227780759334564;0.0321062915027141;0.1452339589595794;0.9994844794273376;0.9894535541534424;9.739648594117725;2.2224697188299456;0.9999759793281555;0.9971147179603577
A woman is frying fish.;A woman is cooking fish.;4.0;1;0.7142857142857143;0.2905289530754089;0.3364256918430328;0.0150263141840696;0.3064485192298889;0.9998868107795716;0.9530446529388428;19.33467845251216;1.097821234993979;0.9999943375587463;0.979366660118103
A person cuts an onion.;A person is cutting an onion.;5.0;1;0.8571428571428571;0.2916688024997711;0.2769739031791687;0.0145387528464198;0.1206478476524353;0.9998943209648132;0.9927220344543456;20.0614733313659;2.2957218762582534;0.9999858736991882;0.9980370998382568
A man is playing the piano.;A woman is playing the violin.;1.0;0;0.5555555555555556;0.3075305521488189;0.3652154803276062;0.0176714155822992;0.7713112831115723;0.9998437166213988;0.7025395631790161;17.402711781441003;0.473499465552064;0.9999899864196777;0.9171990752220154
A woman is playing the flute.;A man is playing the guitar.;1.0;0;0.5555555555555556;0.4145202040672302;0.3689992427825928;0.0373570434749126;0.8141003847122192;0.999302089214325;0.6686203479766846;11.096172649358715;0.4532601257927575;0.9999921917915344;0.904293417930603
A little boy is playing a keyboard.;A boy is playing key board.;4.4;1;0.5555555555555556;0.4079183042049408;0.5042029023170471;0.0552826039493083;0.453658789396286;0.9984721541404724;0.8970968127250671;7.378782384762178;1.1114143803716965;0.9999203681945801;0.9489242434501648
A dog licks a baby.;A dog is licking a baby.;4.75;1;0.8333333333333334;0.3783395290374756;0.2500979900360107;0.0502993203699588;0.1463274657726287;0.9987351298332214;0.989294171333313;7.5217622475757695;1.7091664146266703;0.9998783469200134;0.99647456407547
A man is playing the drums.;A man plays the drum.;5.0;1;0.8571428571428571;0.3153784275054931;0.2995043992996216;0.0536441169679164;0.2462214529514312;0.9985612034797668;0.9696874618530272;5.879086940588749;1.2164025340176214;0.9999850392341614;0.9826817512512207
A woman rides a horse.;A woman is riding a horse.;5.0;1;0.8333333333333334;0.2920069992542267;0.2750407457351684;0.0201148930937051;0.125944972038269;0.9997977018356324;0.9920687675476074;14.51695506875989;2.183816799384384;0.9999573826789856;0.9971737861633301
A man is eating a banana by a tree.;A man is eating a banana.;4.0;1;0.75;0.2267779558897018;0.2769729495048523;0.0304473601281642;0.3056877255439758;0.9995364546775818;0.9532775282859802;7.4481976412769075;0.9060650015043124;0.9999869465827942;0.9748682379722595
A man chops down a tree with an axe.;A man cut a tree with an axe.;4.75;1;0.7;0.28278848528862;0.3169994056224823;0.028349632397294;0.2151584178209304;0.9995983242988586;0.9768534302711488;9.975031821421853;1.4733302504869266;0.9999977350234985;0.9897395968437195
A squirrel is spinning around in circles.;A squirrel runs around in circles.;4.0;1;0.6666666666666666;0.2872995138168335;0.3438670635223388;0.03400294855237;0.303431898355484;0.9994218945503236;0.9539645910263062;8.449252963293624;1.1332594410343877;0.9999822974205017;0.9817375540733337
A man and a woman are kissing.;A man and woman kiss.;5.0;1;0.8571428571428571;0.3011942207813263;0.2869628965854645;0.0458471849560737;0.1566037833690643;0.9989491105079652;0.9877375960350036;6.569524848033763;1.8324135625075288;0.9999943971633911;0.9935840368270874
A man is dancing.;A man is talking.;0.6;0;0.6666666666666666;0.3603298366069793;0.3704286217689514;0.0421999245882034;0.6743492484092712;0.9991096258163452;0.7726266384124756;8.538636979169057;0.5493127228105599;0.9999822974205017;0.9187523126602173
A person is cutting mushrooms.;A person is cutting mushrooms with a knife.;4.2;1;0.75;0.2756711542606354;0.2996534407138824;0.0195570513606071;0.2129340767860412;0.9998087286949158;0.9773295521736144;14.095742204569085;1.4072592101591042;0.999973714351654;0.9885541796684265
A pankda is eating bamboo.;A panda bear is eating some bamboo.;4.2;1;0.5555555555555556;0.4518600106239319;0.6173494458198547;0.0767567381262779;0.4607685804367065;0.9970544576644896;0.8938460350036621;5.886910017991451;1.3398253961560145;0.9999532699584961;0.9407612085342407
A monkey pushes another monkey.;The monkey pushed the other monkey.;4.8;1;0.4285714285714285;0.4105097353458404;0.4125197231769562;0.0369965098798275;0.2394138127565384;0.9993156790733336;0.971340537071228;11.09590436176988;1.7230406150227031;0.9999486207962036;0.9913709163665771
A squirrel runs around in circles.;A squirrel is moving in circles.;4.4;1;0.5555555555555556;0.3582473993301391;0.4382109045982361;0.0321053899824619;0.2789801061153412;0.9994847178459167;0.961085081100464;11.158481473853374;1.570760405464405;0.9999746084213257;0.9857277870178223
A man is tying his shoe.;A man ties his shoe.;5.0;1;0.8571428571428571;0.3288829922676086;0.3520762026309967;0.0199428927153348;0.2183196693658828;0.999801218509674;0.9761682152748108;16.491238104827055;1.6126636855653655;0.9999927282333374;0.9895238876342773
A dog is eating water melon.;A dog is eating a piece of watermelon.;4.25;1;0.5;0.3603073954582214;0.4026932418346405;0.0491520203649997;0.2629381418228149;0.9987921714782716;0.9654319286346436;7.330469689396319;1.531513226049957;0.9999757409095764;0.9788821935653687
A woman is chopping broccoli.;A woman is chopping broccoli with a knife.;4.25;1;0.75;0.2857560217380523;0.2815571427345276;0.0221220646053552;0.178268015384674;0.9997552633285522;0.9841102957725524;12.917240177884532;1.5794035858141573;0.9999899864196777;0.9956333041191101
A small dog is chasing a yoga ball.;A dog is chasing a ball.;4.0;1;0.75;0.2729914486408233;0.3374460339546203;0.0233263224363327;0.4367751777172088;0.9997281432151794;0.9046136736869812;11.70314992369377;0.7725851906655296;0.9999760985374451;0.9635639786720276
A man rides off on a motorcycle.;A man is riding on a motorcycle.;4.4;1;0.75;0.2952838838100433;0.3239879906177521;0.0264803655445575;0.2542297840118408;0.999649465084076;0.9676837921142578;11.15105013611612;1.274390378283381;0.9999867081642151;0.9872429966926575
A man is fishing.;A man is exercising.;0.5;0;0.6666666666666666;0.4107455909252167;0.4057834446430206;0.0403783209621906;0.691450297832489;0.9991848468780518;0.7609482407569885;10.17242869781113;0.5868584421975704;0.9999731779098511;0.9010217785835266
A man is levitating.;A man is talking.;0.8;0;0.6666666666666666;0.5346085429191589;0.5193888545036316;0.0325529761612415;0.6792281270027161;0.9994699954986572;0.7693246603012085;16.422724001367303;0.764675127332521;0.9999406933784485;0.9009195566177368
Two boys are driving.;Two bays are dancing.;0.6;0;0.4285714285714285;0.5715013146400452;0.5769556760787964;0.1049371212720871;0.7725667357444763;0.9944941997528076;0.7015702724456787;5.4461310517392905;0.7468036732423106;0.9995448589324951;0.8705682754516602
The man cut a paper plate.;A man is cutting a paper plate.;4.8;1;0.75;0.2683371007442474;0.2931331396102905;0.0348956324160099;0.2120028585195541;0.9993912577629088;0.9775274395942688;7.689704474911193;1.3826848451821856;0.9999909400939941;0.9945251941680908
A man is playing on his keyboard.;A man is playing a keyboard piano.;4.0;1;0.6666666666666666;0.2952070236206054;0.3455526828765869;0.0523647516965866;0.3789284825325012;0.9986288547515868;0.9282065629959106;5.637514053940382;0.911920583449275;0.9999547600746155;0.9769983291625977
The lady chopped up the green onions.;The lady cut up a green onion.;4.8;1;0.6666666666666666;0.2798759043216705;0.3824789524078369;0.0342186912894248;0.2308063209056854;0.999414563179016;0.9733640551567078;8.179035894577437;1.6571424513288333;0.9999867677688599;0.9879891872406006
Lionel Richie is dancing on the ceiling.;Lionel Ritchie dances while standing on the ceiling.;4.0;1;0.5454545454545454;0.3393745124340057;0.4924423098564148;0.026507506147027;0.3429157435894012;0.9996486306190492;0.9412043690681458;12.802958926110396;1.4360446233872917;0.9999807476997375;0.9588685035705566
A man is playing a piano.;A person is playing the piano.;4.4;1;0.625;0.2504890263080597;0.3234066665172577;0.0525131076574325;0.2991149723529815;0.9986212253570556;0.9552651047706604;4.770028617276209;1.0812118964596993;0.9998766183853149;0.9939672946929932
A woman is playing flute.;A woman plays on a flute.;4.6;1;0.7142857142857143;0.2586448788642883;0.3165809214115143;0.0459044314920902;0.1249761655926704;0.9989463090896606;0.992190420627594;5.63442069659125;2.5331303765818287;0.9999470710754395;0.9968445897102356
A woman is cutting an onion.;A woman is chopping onions.;4.8;1;0.625;0.4006117582321167;0.4363707602024078;0.0322961471974849;0.3043701946735382;0.9994787573814392;0.9536794424057008;12.404320421951567;1.433684269481284;0.9999927878379822;0.9739298820495605
A man is playing guitar.;A man plays a guitar.;4.857;1;0.8333333333333334;0.2855453193187713;0.2802700102329254;0.0369434095919132;0.0941368713974952;0.9993175864219666;0.9955690503120422;7.729262741933711;2.9772607276215752;0.9999068379402161;0.9986237287521362
A woman is using a sewing machine.;A woman is sewing on a machine.;5.0;1;0.5555555555555556;0.1958921104669571;0.2317981421947479;0.0254028923809528;0.1786887198686599;0.9996775388717652;0.9840350151062012;7.711409690253917;1.2972175432513284;0.9999430775642395;0.9911978244781494
A man is running on the road.;A car is driving down the road.;1.0;0;0.4545454545454545;0.4045746624469757;0.5218878984451294;0.0373008474707603;0.6495648622512817;0.9993044137954712;0.7890326976776123;10.846259264326813;0.8034423177330657;0.999934196472168;0.9324377179145813
A man is riding on a horse.;A man is talking on a phone.;1.0;0;0.5555555555555556;0.3966769278049469;0.5000341534614563;0.0332443080842494;0.7549594640731812;0.9994472861289978;0.7150180339813232;11.932175781780964;0.6623324526109736;0.9999392628669739;0.8975852727890015
A woman is dancing.;A man is eating.;0.143;0;0.4285714285714285;0.4591951966285705;0.4641050100326538;0.0379174537956714;0.8834469318389893;0.9992813467979432;0.6097607612609863;12.11039114343144;0.5253343390604908;0.9999861717224121;0.8784667253494263
The people got off the train.;The people got off the train at the station.;4.0;1;0.75;0.2279970645904541;0.2762010395526886;0.0237473398447036;0.2241644710302353;0.999718189239502;0.9748752117156982;9.600951773185823;1.2321356648682948;0.9999692440032959;0.988442599773407
A dog is jumping on a trampoline.;A dog bounces on a trampoline.;4.8;1;0.625;0.252329409122467;0.3222973048686981;0.0233758427202701;0.2306384593248367;0.9997267723083496;0.9734030365943908;10.794451868195614;1.3974135355056585;0.9999699592590332;0.9882475137710571
A woman is picking a can.;A woman is slicing a tomato.;1.0;0;0.5;0.409293919801712;0.3967155218124389;0.0630054026842117;0.6451575756072998;0.9980152249336244;0.7918858528137207;6.496171794236867;0.6149125993583857;0.999975323677063;0.8899092674255371
A man is climbing a rope.;A man climbs up a rope.;5.0;1;0.7142857142857143;0.296638935804367;0.3049278259277344;0.0313019715249538;0.1977954059839248;0.9995101690292358;0.9804384112358092;9.476685376443058;1.541632498545069;0.999993085861206;0.990339994430542
A man and woman are driving down the street in a jeep.;A man and woman are driving down the road in an open air vehicle.;4.0;1;0.5882352941176471;0.2976040542125702;0.3500826060771942;0.0276467818766832;0.3395624160766601;0.9996178150177002;0.9423487186431884;10.764509791411337;1.0309816089839547;0.9999885559082031;0.9592463970184326
Two women are wrestling.;Two women are wrestling on the floor.;4.0;1;0.625;0.350384384393692;0.3832932710647583;0.0298372413963079;0.3757011592388153;0.9995548129081726;0.9294243454933168;11.743189651475236;1.020207847751455;0.9999380111694336;0.9474227428436279
The puppy played with a blue tennis ball.;A puppy is playing with a tennis ball.;4.0;1;0.7;0.280343234539032;0.341447651386261;0.0387047491967678;0.2682139575481415;0.9992510080337524;0.9640305042266846;7.243122365005355;1.27304206875578;0.9999383091926575;0.9646099805831909
A kangroo is eating something.;A kangaroo is eating.;4.8;1;0.5714285714285714;0.3802602589130401;0.5233404040336609;0.02860445715487;0.4890139698982239;0.999591052532196;0.8804327249526978;13.293741491203203;1.070195201463429;0.9999802708625793;0.9138385057449341
A cat is playing a piano.;A man is playing a guitar.;0.6;0;0.5;0.3508244454860687;0.4047217071056366;0.0423130579292774;0.7740439772605896;0.9991050362586976;0.7004281282424927;8.29116264942234;0.5228665540916456;0.9999597072601318;0.9005809426307678
The man cut some carpet with a knife.;A man is cutting carpet with a knife.;4.75;1;0.7;0.2757562696933746;0.3117876350879669;0.0294514559209346;0.1698912680149078;0.9995666742324828;0.9855682849884032;9.363077683957949;1.8352187180132635;0.9999675154685974;0.9966921806335449
A woman is dancing.;A man is talking.;0.0;0;0.4285714285714285;0.4559008181095123;0.4767395257949829;0.0642667785286903;0.8565912842750549;0.9979349970817566;0.6331256031990051;7.093880050421175;0.5565542570263883;0.9999727010726929;0.8869235515594482
A man is rowing a boat.;A man is slicing a tomato.;0.4;0;0.5;0.5129664540290833;0.5143981575965881;0.0516669303178787;0.7621212005615234;0.9986653923988342;0.7095857262611389;9.928332317656142;0.6749558432669037;0.9999696016311646;0.8629549741744995
A man cuts up potatos.;A man slices potatoes.;4.8;1;0.5714285714285714;0.6116992235183716;0.4526242315769195;0.0395739190280437;0.3091670870780945;0.9992172122001648;0.9522078037261964;15.457130315673204;1.4640116962469174;0.9999938011169434;0.9795581698417664
A woman is chopping up garlic.;The woman is dicing garlic.;4.8;1;0.4444444444444444;0.4676777720451355;0.5517032742500305;0.068048745393753;0.336520791053772;0.9976847171783448;0.9433768391609192;6.872687649698665;1.6394329530797844;0.9998965263366699;0.9816492795944214
A man is playing the guitar.;A man seated in a room is playing the guitar.;4.0;1;0.7;0.2927816808223724;0.3438511490821838;0.0331658497452735;0.4222404658794403;0.9994500279426576;0.9108564853668212;8.827805802385518;0.8143491135223442;0.9999696016311646;0.9502865076065063
A man plays the flute.;A man is playing a flute.;5.0;1;0.7142857142857143;0.237954631447792;0.2871653139591217;0.0365208573639392;0.1004959344863891;0.9993329048156738;0.994950234889984;6.515581742140276;2.8574819013998467;0.9999908804893494;0.9987068772315979
Two men are packing suitcases into the trunk of a car.;The men are putting suitcases into the car's trunk.;4.4;1;0.5714285714285714;0.2369112968444824;0.3452376425266266;0.0276680625975132;0.2614711225032806;0.9996172785758972;0.965816617012024;8.562626891908796;1.3203662386170196;0.9999713897705078;0.9898650646209717
A man is paddling a canoe.;A man is playing a harp.;0.667;0;0.5;0.5547520518302917;0.5314449071884155;0.0540679544210433;0.6670956611633301;0.9985383152961732;0.7774916887283325;10.260274459622996;0.7966547200466618;0.9997071623802185;0.9091952443122864
A man and woman are walking together through the woods.;A man and woman are walking arm in arm through a wooded area.;4.0;1;0.5333333333333333;0.3679850697517395;0.5190292000770569;0.0339921377599239;0.3235145211219787;0.999422252178192;0.947669267654419;10.825593622581357;1.6043459139856069;0.9999774098396301;0.9683672785758972
Fish are swimming.;A fish is swimming.;4.133;1;0.8;0.4605375528335571;0.2561744451522827;0.0371093265712261;0.2832116484642029;0.999311625957489;0.9598956108093262;12.410291303713644;0.9045335760074232;0.9999592304229736;0.9915343523025513
Two women mix something in a food processor.;Two women make something in a blender.;4.0;1;0.5454545454545454;0.362148642539978;0.4844741523265838;0.0469075962901115;0.3791905045509338;0.9988999366760254;0.9281073808670044;7.720468989717164;1.2776537031177373;0.9998673796653748;0.9471582174301147
The man spread butter on the loaf of bread.;A man is spreading butter onto bread.;4.0;1;0.4166666666666667;0.3944499492645263;0.4855062365531921;0.0375165082514286;0.255168467760086;0.999296247959137;0.967444658279419;10.514036824029484;1.9026889992131544;0.9999206066131592;0.986891508102417
A person is boiling noodles.;A woman is boiling noodles in water.;4.0;1;0.5555555555555556;0.3200765550136566;0.4352495074272156;0.0339764207601547;0.3598074316978454;0.99942284822464;0.9352692365646362;9.420549541493228;1.2096734783197138;0.9999011754989624;0.9795545339584351
A man is dancing outside.;A man is playing flute.;1.0;0;0.5;0.4819885492324829;0.4812789559364319;0.0679265409708023;0.6602047681808472;0.997693121433258;0.7820647358894348;7.095732277014693;0.728984368384018;0.9999865293502808;0.904430091381073
A woman is feeding a man.;A woman is mixing meat.;1.0;0;0.5;0.4464272260665893;0.5035127401351929;0.0416034273803234;0.6376922130584717;0.9991348385810852;0.7966743111610413;10.730539625630216;0.7895858375316627;0.9999444484710693;0.9193130731582642
A man is putting a pan into an oven.;A woman is cutting an onion.;0.6;0;0.3333333333333333;0.454313576221466;0.574292004108429;0.0396960601210594;0.7268784642219543;0.9992122650146484;0.735823929309845;11.444802704247346;0.7900798171578066;0.9999231696128845;0.8839730024337769
A woman is sitting at a desk.;A woman is riding a donkey.;0.4;0;0.4444444444444444;0.4564153254032135;0.4876686036586761;0.0367572978138923;0.7291237115859985;0.9993244409561156;0.7341892719268799;12.416998869560864;0.668842057814707;0.9999685287475586;0.8789651393890381
A baby is laughing.;A baby is laughing and giggling.;4.0;1;0.7142857142857143;0.3411910235881805;0.2412724941968917;0.0431130453944206;0.1699341535568237;0.9990705251693726;0.9855611324310304;7.913869699224147;1.419799899825396;0.9999876618385315;0.9933559894561768
A man is folding paper.;A woman is slicing a pepper.;0.6;0;0.3333333333333333;0.5522109270095825;0.5653268098831177;0.0478320866823196;0.8450396060943604;0.9988559484481812;0.6429539918899536;11.544780194874884;0.6689944539948476;0.999977171421051;0.8371241092681885
The man is eating pizza.;A man is eating a slice of pizza.;4.8;1;0.5555555555555556;0.3089326620101928;0.3564670383930206;0.0489021725952625;0.2754942774772644;0.9988043308258056;0.962051510810852;6.317360673667108;1.2939181229361056;0.9999150633811951;0.9864976406097412
A man is playing a guitar.;A man is cleaning a glass door.;0.4;0;0.4444444444444444;0.4819453060626983;0.6017111539840698;0.0548122860491275;0.7304693460464478;0.998497724533081;0.7332074046134949;8.792651078824495;0.8237322445366644;0.999957799911499;0.9022492170333862
A woman is doing weight exercises.;A woman is doing her hair.;0.5;0;0.5555555555555556;0.4356409013271332;0.4966769516468048;0.0397605560719966;0.5518449544906616;0.999209761619568;0.8477335572242737;10.956609875835076;0.900029886302439;0.9999504685401917;0.9107478260993958
A big green ball knocks a potato over.;A large green ball hits a potato.;4.0;1;0.5;0.2971431314945221;0.4333109259605407;0.0305316485464572;0.207999050617218;0.9995337724685668;0.9783681631088256;9.732298963234358;2.0832351141735046;0.999955415725708;0.9904980063438416
Two dogs swim in a pool.;Dogs are swimming in a pool.;4.2;1;0.75;0.428176999092102;0.3228251338005066;0.0604438707232475;0.2206328064203262;0.9981734156608582;0.9756606817245485;7.083877884865824;1.4631782962751894;0.999911367893219;0.9921607375144958
A woman slices tofu.;A woman is cutting tofu.;5.0;1;0.5714285714285714;0.4186077713966369;0.3345429897308349;0.0268693268299102;0.26408651471138;0.9996389746665956;0.9651290774345398;15.579391848799617;1.2667931571457058;0.9998965859413147;0.986066460609436
Someone is feeding a animal.;Someone is playing a piano.;0.0;0;0.5;0.5332741141319275;0.5966827869415283;0.0412968955934047;0.7319470643997192;0.999147355556488;0.7321268916130066;12.91317680104489;0.8151993715978311;0.9999375343322754;0.8848930597305298
Someone is slicing tortila's.;Someone is riding a horse.;0.0;0;0.3333333333333333;0.646685004234314;0.6657301187515259;0.0463436916470527;0.7506738305091858;0.998926043510437;0.7182443141937256;13.954110716068516;0.8868433821650048;0.9998705387115479;0.8662965297698975
Someone is mixing ingrediants.;Someone is sewing things.;0.25;0;0.4285714285714285;0.6146757006645203;0.7628967761993408;0.035397857427597;0.5408514142036438;0.9993736743927002;0.8537397980690002;17.3647713543618;1.410547806965873;0.9999033212661743;0.9404610991477966
A rooster pecks at a dead mouse.;A chicken is pecking at a dead mouse.;4.0;1;0.6666666666666666;0.4071418941020965;0.3303262293338775;0.0361266322433948;0.2779192924499511;0.9993473887443542;0.9613806009292604;11.269854642388806;1.1885689058213331;0.9999417662620544;0.9739283919334412
A man is playing with frogs;A cat is playing with a camera.;0.75;0;0.4444444444444444;0.530220627784729;0.5247536301612854;0.0540577434003353;0.7767688632011414;0.9985389113426208;0.698314905166626;9.808412161382233;0.6755595583462547;0.9999072551727295;0.8574936389923096
A man is mowing a lawn.;A woman is cutting a lemon.;0.2;0;0.3333333333333333;0.4914259016513824;0.5971682071685791;0.0527313873171806;0.7639344930648804;0.998609721660614;0.7082021236419678;9.319419166718356;0.7817008036549831;0.9998583197593689;0.8668773174285889
A man is opening a door.;A man is playing a guitar.;0.8;0;0.5;0.4500949680805206;0.5237666368484497;0.0556226298213005;0.698712944984436;0.9984533190727234;0.7559001445770264;8.091939728965462;0.7496163347311631;0.9999763369560242;0.9014961123466492
A man is slicing a potato into pieces.;A man is cutting a potato.;4.2;1;0.5555555555555556;0.3482653498649597;0.3910650312900543;0.0371241085231304;0.2598259747028351;0.9993108510971068;0.966245174407959;9.381110111990184;1.505103682329368;0.9999911785125732;0.9878056049346924
A man is punching through boards.;A dog is running through water.;0.4;0;0.4;0.5071906447410583;0.6493769884109497;0.0471279025077819;0.8010092973709106;0.9988896250724792;0.679192066192627;10.7620033515667;0.8106984407576147;0.9999871850013733;0.8949575424194336
A man is dancing.;A man is eating bread.;0.8;0;0.5714285714285714;0.4588120281696319;0.4705460369586944;0.0390197485685348;0.7398886680603027;0.9992387890815736;0.7262824177742004;11.758456807166963;0.6359687034973535;0.9999910593032837;0.885169267654419
A person plays a keyboard.;Someone is playing a keyboard.;5.0;1;0.5714285714285714;0.40740767121315;0.3533800542354584;0.033798087388277;0.1417428255081176;0.999428927898407;0.9899544715881348;12.054163495489997;2.49310716763735;0.9999690651893616;0.9972066283226013
A man is shooting a gun.;A man is spitting.;0.0;0;0.5714285714285714;0.4874349236488342;0.4886025488376617;0.0312067847698926;0.6469438076019287;0.9995132088661194;0.7907318472862244;15.6195175902612;0.7552472766511183;0.9999831318855286;0.8929973840713501
Someone is slicing an onion.;Someoen is peeling a potato.;1.0;0;0.2;0.5910027623176575;0.6183561086654663;0.0771484822034835;0.5396172404289246;0.9970238208770752;0.8544065952301025;7.660588328346545;1.1459161463669223;0.9999123811721802;0.8907210230827332
A man is swimming.;A woman is slicing meat.;0.0;0;0.375;0.5661025047302246;0.5250359773635864;0.0439441800117492;0.9122092127799988;0.999034583568573;0.5839371681213379;12.88230897877414;0.5755653089311777;0.9999848008155823;0.8566948175430298
